chromosome	start	stop	ab_initio_tx_id	Human_PB	Chimp_PB	Gorilla_PB	Orangutan_PB	Rhesus_PB	gene_id	gene_name
chr20	56609656	56609697	augPB-16392.t2	1	0	1	0	18	ENSG00000132604.11	TERF2
chr20	59463437	59463574	augPB-16408.t4	0	0	0	0	42	ENSG00000140830.9	TXNL4B
chr20	59503807	59503927	augPB-16411.t1	0	0	0	0	2	ENSG00000277481.1	PKD1L3
chr20	59563907	59564030	augPB-16411.t1	0	0	0	0	1	ENSG00000277481.1	PKD1L3
chr20	59565048	59565234	augPB-16411.t1	0	0	0	0	3	ENSG00000277481.1	PKD1L3
chr20	60822426	60822584	augPB-16427.t1	0	0	0	0	106	ENSG00000132613.15	MTSS2
chr20	60826500	60826723	augPB-16427.t2	0	0	0	0	89	ENSG00000132613.15	MTSS2
chr20	60826596	60826723	augPB-16427.t1	0	0	0	0	25	ENSG00000132613.15	MTSS2
chr20	60836385	60836551	augPB-16427.t1	0	0	0	0	121	ENSG00000132613.15	MTSS2
chr20	61638966	61639025	augPB-16442.t3	0	0	0	0	2	ENSG00000168404.13	MLKL
chr20	67192894	67193011	augPB-16480.t1	0	0	0	0	6	ENSG00000259867.6	AC105411.1
chr20	67375537	67375642	augPB-16480.t1	0	0	0	0	6	ENSG00000259867.6	AC105411.1
chr20	68248537	68248601	augPB-16493.t2	0	0	0	0	1	ENSG00000166473.17	PKD1L2
chr20	68251381	68251462	augPB-16493.t2	0	0	0	0	1	ENSG00000166473.17	PKD1L2
chr20	70417408	70417489	augPB-16506.t1	0	0	0	0	1	ENSG00000261410.1	AC009142.1
chr20	71005673	71005774	augPB-16511.t2	0	0	0	0	10	ENSG00000103154.9	NECAB2
chr20	71010028	71010106	augPB-16511.t3	0	0	0	0	15	ENSG00000103154.9	NECAB2
chr20	71183476	71183902	augPB-16515.t2	0	0	0	0	1055	ENSG00000154099.18	DNAAF1
chr20	71188186	71188246	augPB-16515.t2	0	0	0	0	1361	ENSG00000154099.18	DNAAF1
chr20	71191262	71191358	augPB-16515.t2	0	0	0	0	230	ENSG00000154099.18	DNAAF1
chr20	71206328	71206424	augPB-16517.t2	0	0	0	0	102	ENSG00000140955.10	ADAD2
chr20	71210632	71210774	augPB-16517.t3	0	0	0	0	170	ENSG00000140955.10	ADAD2
chr20	71298954	71299078	augPB-16519.t1	0	0	0	0	67	ENSG00000103175.11	WFDC1
chr20	72967111	72967194	augPB-16540.t1	0	0	0	0	1	ENSG00000268804.1	LINC02132
chr20	73335726	73335893	augCGP-18371.t1	0	0	0	0	2	ENSG00000168367.11	LINC00917
chr20	73338305	73338478	augPB-16542.t1	0	0	0	0	2	ENSG00000168367.11	LINC00917
chr20	75744714	75744958	augPB-16571.t1	0	0	0	0	10	ENSG00000103335.22	PIEZO1
chr20	75753339	75753600	augPB-16571.t1	0	0	0	0	3	ENSG00000103335.22	PIEZO1
chr20	76729810	76729857	augPB-16589.t4	0	0	0	0	33	ENSG00000185324.22	CDK10
chr20	77040920	77041074	augPB-16601.t1	0	0	0	0	37	ENSG00000223959.8	AFG3L1P
chr20	77096676	77096840	augPB-16604.t1	0	0	0	0	46	ENSG00000141013.17	GAS8
chr3	1508159	1508294	augPB-20797.t4	0	0	0	0	1	ENSG00000197381.16	ADARB1
chr3	2442327	2442549	augPB-20815.t3	0	0	0	0	1	ENSG00000160224.17	AIRE
chr3	2444451	2444562	augPB-20815.t3	0	0	0	0	1	ENSG00000160224.17	AIRE
chr3	4765982	4766076	augPB-20848.t1	0	0	0	0	3	ENSG00000157617.17	C2CD2
chr3	5294144	5294192	augPB-20854.t2	0	0	0	0	18	ENSG00000183844.17	FAM3B
chr3	6865778	6865857	augPB-20859.t2	0	0	1	0	3	ENSG00000183067.5	IGSF5
chr3	6867132	6867190	augPB-20859.t2	0	0	0	0	3	ENSG00000183067.5	IGSF5
chr3	6902857	6903066	augPB-20859.t2	0	0	0	0	4	ENSG00000183067.5	IGSF5
chr3	6903430	6903538	augPB-20859.t2	0	0	0	0	4	ENSG00000183067.5	IGSF5
chr3	10936011	10936087	augPB-20892.t1	0	0	0	0	2	ENSG00000230794.1	AF015720.1
chr3	13202749	13202934	augPB-20914.t1	0	0	0	0	86	ENSG00000142166.13	IFNAR1
chr3	13646792	13646839	augPB-20921.t1	0	0	0	0	11	ENSG00000205930.10	C21orf62-AS1
chr3	14813476	14813550	augPB-20931.t1	0	0	0	0	38	ENSG00000156304.15	SCAF4
chr3	21117837	21117899	augPB-20960.t2	0	0	0	0	54	ENSG00000154719.13	MRPL39
chr3	29985308	29985404	augPB-20986.t1	0	0	0	0	7	ENSG00000232886.1	AF212831.1
chr3	34417512	34417630	augPB-21022.t1	0	0	0	0	7	ENSG00000164853.9	UNCX
chr3	34508874	34508984	augPB-21024.t1	0	0	0	0	3	ENSG00000164877.19	MICALL2
chr3	35727433	35727633	augPB-21039.t3	0	0	0	0	36	ENSG00000106012.18	IQCE
chr3	35750791	35750862	augCGP-6654.t1	0	1	1	0	609	ENSG00000106012.18	IQCE
chr3	35786243	35786388	augPB-21040.t4	2	0	2	1	46	ENSG00000106009.16	BRAT1
chr3	37899008	37899245	augPB-21052.t3	0	0	0	0	25	ENSG00000157927.17	RADIL
chr3	38064749	38064867	augPB-21053.t2	0	0	0	0	12	ENSG00000136297.14	MMD2
chr3	39345477	39345647	augPB-21080.t1	0	0	0	0	2	ENSG00000215045.8	GRID2IP
chr3	39366344	39366531	augPB-21080.t1	0	0	0	0	1	ENSG00000215045.8	GRID2IP
chr3	39380257	39380396	augPB-21080.t1	0	0	0	0	1	ENSG00000215045.8	GRID2IP
chr3	41634028	41634161	augPB-21113.t3	2	1	3	0	21	ENSG00000196652.11	ZKSCAN5
chr3	42103540	42104322	augPB-21124.t1	0	0	0	0	4	ENSG00000176402.6	GJC3
chr3	42252823	42253769	augPB-21128.t1	0	0	0	0	7	ENSG00000166526.18	ZNF3
chr3	42472994	42473129	augCGP-6783.t1	0	0	0	1	65	ENSG00000078487.17	ZCWPW1
chr3	42640874	42640922	augPB-21146.t2	0	0	0	0	8	ENSG00000106351.13	AGFG2
chr3	42765761	42765946	augPB-21155.t2	1	2	1	0	11	ENSG00000146830.10	GIGYF1
chr3	42844542	42844659	augPB-21158.t1	0	0	0	0	9	ENSG00000146839.19	ZAN
chr3	43706051	43706217	augPB-21183.t1	0	0	0	0	5	ENSG00000233123.1	LINC01007
chr3	44469205	44469373	augPB-21188.t2	0	0	0	0	21	ENSG00000160999.10	SH2B2
chr3	44756185	44756358	augPB-21197.t5	0	4	22	16	23	ENSG00000091073.19	DTX2
chr3	46061222	46061331	augCGP-6868.t1	0	0	0	0	1048	ENSG00000106089.12	STX1A
chr3	46425351	46425411	augCGP-6872.t1	0	0	0	0	106	ENSG00000049540.17	ELN
chr3	46432761	46432791	augCGP-6872.t1	0	0	0	0	106	ENSG00000049540.17	ELN
chr3	46433930	46433981	augPB-21230.t1	0	0	0	0	31	ENSG00000049540.17	ELN
chr3	53853775	53853812	augPB-21264.t2	0	0	0	0	34	ENSG00000229886.1	AC068533.2
chr3	53860049	53860144	augPB-21264.t2	0	0	0	0	49	ENSG00000229886.1	AC068533.2
chr3	58448884	58449019	augCGP-6997.t1	0	0	0	0	6	ENSG00000233454.1	AC069285.3
chr3	58454392	58454490	augCGP-6997.t1	0	0	0	0	6	ENSG00000233454.1	AC069285.3
chr3	58459304	58459441	augCGP-6997.t1	0	0	0	0	4	ENSG00000233454.1	AC069285.3
chr3	58588268	58588445	augPB-21303.t3	0	0	0	0	60	ENSG00000274299.1	AC099654.4
chr3	58588814	58588844	augPB-21303.t3	0	0	0	0	1	ENSG00000274299.1	AC099654.4
chr3	64885837	64885942	augPB-21354.t1	0	0	0	0	7	ENSG00000185811.19	IKZF1
chr3	65187527	65187706	augPB-21356.t3	0	0	0	0	13	ENSG00000164500.6	SPATA48
chr3	67484481	67484582	augPB-21368.t2	0	0	0	0	1	ENSG00000158683.8	PKD1L1
chr3	67502013	67502226	augCGP-7041.t1	0	0	0	0	7	ENSG00000158683.8	PKD1L1
chr3	67525911	67526055	augCGP-7041.t1	0	0	0	0	1	ENSG00000158683.8	PKD1L1
chr3	67576388	67576464	augPB-21368.t3	0	0	0	0	1	ENSG00000158683.8	PKD1L1
chr3	67576391	67576464	augPB-21368.t1	0	0	0	0	1	ENSG00000158683.8	PKD1L1
chr3	67578867	67578930	augPB-21368.t3	0	0	0	0	1	ENSG00000158683.8	PKD1L1
chr3	67578873	67578930	augPB-21368.t1	0	0	0	0	1	ENSG00000158683.8	PKD1L1
chr3	67982601	67982677	augPB-21369.t2	0	0	0	0	1	ENSG00000136205.17	TNS3
chr3	70141145	70142920	augPB-21381.t1	0	0	0	0	3	ENSG00000136274.9	NACAD
chr3	70256007	70256141	augPB-21383.t1	0	0	0	0	1	ENSG00000136286.16	MYO1G
chr3	71079034	71079169	augPB-21399.t1	0	0	0	0	1	ENSG00000106631.8	MYL7
chr3	71702810	71704166	augPB-21411.t2	0	0	0	0	11	ENSG00000002746.15	HECW1
chr3	83581071	83581189	augPB-21469.t1	0	0	0	0	5	ENSG00000180347.13	ITPRID1
chr3	84977371	84977569	augPB-21486.t1	0	0	0	0	1	ENSG00000286847.1	AC007036.5
chr3	90561726	90561844	augPB-21530.t5	0	0	0	0	125	ENSG00000105926.15	MPP6
chr3	93357428	93357561	augPB-21549.t2	1	0	0	0	2	ENSG00000105877.18	DNAH11
chr3	101099015	101099083	augPB-21580.t2	1	1	2	1	10	ENSG00000006468.14	ETV1
chr3	102759171	102759741	augPB-21589.t1	0	0	0	0	14	ENSG00000146530.14	VWDE
chr3	113742231	113742325	augPB-21642.t3	1	0	0	2	16	ENSG00000001629.10	ANKIB1
chr3	114054054	114054207	augPB-21646.t2	0	0	0	0	6	ENSG00000127914.16	AKAP9
chr3	118178046	118178204	augPB-21663.t4	0	0	1	0	8	ENSG00000008277.14	ADAM22
chr3	118240184	118240360	augPB-21664.t2	0	0	0	0	790	ENSG00000006634.8	DBF4
chr3	124084013	124084104	augPB-21681.t1	0	0	0	0	2	ENSG00000153956.16	CACNA2D1
chr3	124690331	124690380	augPB-21684.t1	0	0	0	0	9	ENSG00000233491.8	AC008163.1
chr3	126299274	126299396	augPB-21689.t1	0	0	0	0	2	ENSG00000127955.17	GNAI1
chr3	126733714	126733784	augPB-21691.t1	0	0	0	0	5	ENSG00000234456.8	MAGI2-AS3
chr3	126739540	126739624	augPB-21691.t1	0	1	0	0	2	ENSG00000234456.8	MAGI2-AS3
chr3	129538290	129538345	augPB-21706.t7	0	0	0	0	28	ENSG00000161048.11	NAPEPLD
chr3	131696797	131696985	augPB-21717.t8	0	0	0	0	1	ENSG00000135250.17	SRPK2
chr3	131806064	131806082	augPB-21718.t1	0	0	0	0	28	ENSG00000091127.14	PUS7
chr3	131925499	131926172	augPB-21720.t4	2	0	0	1	31	ENSG00000146776.14	ATXN7L1
chr3	132691709	132691838	augPB-21724.t1	0	0	0	0	1	ENSG00000243797.6	AC004917.1
chr3	132694773	132694860	augPB-21724.t1	0	0	0	0	1	ENSG00000243797.6	AC004917.1
chr3	134415393	134415565	augPB-21742.t3	0	0	0	0	1	ENSG00000091128.13	LAMB4
chr3	137111085	137111131	augPB-21748.t1	0	0	0	0	1	ENSG00000184903.10	IMMP2L
chr3	142927963	142928008	augPB-21768.t1	0	0	0	0	1	ENSG00000105976.15	MET
chr3	147554517	147554707	augPB-21784.t1	0	0	0	0	14	ENSG00000106034.18	CPED1
chr3	150762005	150762074	augPB-21806.t1	0	0	0	0	3	ENSG00000242593.7	AC006148.1
chr3	151385299	151385422	augPB-21811.t1	0	0	0	0	2	ENSG00000224897.8	POT1-AS1
chr3	151486598	151486717	augPB-21811.t1	0	0	0	0	1	ENSG00000224897.8	POT1-AS1
chr3	154068498	154068699	augPB-21819.t1	0	0	0	0	154	ENSG00000106328.10	FSCN3
chr3	155021606	155021674	augPB-21829.t2	0	0	0	0	1	ENSG00000128617.2	OPN1SW
chr3	155106912	155107126	augPB-21832.t1	1	1	0	0	3	ENSG00000128591.15	FLNC
chr3	155115727	155115824	augPB-21834.t2	0	0	0	0	18	ENSG00000272899.4	ATP6V1FNB
chr3	156971750	156971863	augPB-21855.t5	0	0	0	0	69	ENSG00000213265.8	TSGA13
chr3	157822524	157823151	augPB-21860.t3	0	0	0	0	13	ENSG00000128567.17	PODXL
chr3	163555352	163555412	augPB-21890.t1	0	0	0	0	10	ENSG00000234352.9	AC009264.1
chr3	165192931	165193012	augCGP-7520.t1	0	0	0	0	1	ENSG00000105929.16	ATP6V0A4
chr3	165660582	165660672	augPB-21907.t3	0	0	0	0	11	ENSG00000157741.15	UBN2
chr3	166020342	166020482	augPB-21913.t3	0	0	0	0	7	ENSG00000064393.16	HIPK2
chr3	168638266	168638403	augPB-21937.t1	0	0	0	0	142	ENSG00000186163.9	AC245088.1
chr3	168641199	168641450	augPB-21937.t1	0	0	0	0	143	ENSG00000186163.9	AC245088.1
chr3	169536907	169536986	augPB-21954.t1	0	0	0	0	1	ENSG00000197993.9	KEL
chr3	169540255	169540304	augPB-21954.t1	0	0	0	0	1	ENSG00000197993.9	KEL
chr3	169540380	169540402	augPB-21954.t1	0	0	0	0	1	ENSG00000197993.9	KEL
chr3	169906497	169906667	augPB-21958.t1	0	0	0	0	1	ENSG00000188037.12	CLCN1
chr3	169907060	169907145	augPB-21958.t1	0	0	0	0	1	ENSG00000188037.12	CLCN1
chr3	169994404	169994537	augPB-21962.t2	0	0	0	0	5	ENSG00000146904.9	EPHA1
chr3	176096587	176096705	augPB-21998.t1	0	0	0	0	6	ENSG00000133619.17	KRBA1
chr3	177593812	177593916	augPB-22040.t2	0	0	0	0	81	ENSG00000106617.14	PRKAG2
chr3	177675435	177675653	augPB-22040.t4	0	0	0	0	81	ENSG00000106617.14	PRKAG2
chr3	178023544	178023653	augCGP-7641.t1	0	0	0	0	61	ENSG00000276213.1	AC006017.2
chr3	181006259	181006383	augPB-22055.t2	1	5	0	2	7	ENSG00000157212.19	PAXIP1
chr3	182604345	182604374	augPB-22070.t1	0	0	0	0	5	ENSG00000182648.13	LINC01006
chr3	182617058	182617255	augPB-22070.t1	0	0	0	0	23	ENSG00000182648.13	LINC01006
chr3	182617475	182617623	augPB-22070.t1	0	0	0	0	11	ENSG00000182648.13	LINC01006
chr3	182954666	182954794	augPB-22075.t1	0	0	0	0	111	ENSG00000146909.8	NOM1
chr3	183630400	183630548	augPB-22081.t2	0	0	0	0	826	ENSG00000155093.19	PTPRN2
chr3	184998157	184998427	augPB-22086.t1	0	0	0	0	2	ENSG00000106018.14	VIPR2
chr4	443854	443893	augPB-10688.t2	0	0	0	0	2	ENSG00000230960.1	AL109910.1
chr4	837911	838024	augPB-10692.t6	0	0	0	0	3	ENSG00000130023.16	ERMARD
chr4	840828	841043	augPB-10692.t6	0	0	0	0	55	ENSG00000130023.16	ERMARD
chr4	2656059	2656096	augPB-10707.t2	0	0	0	0	125	ENSG00000125337.19	KIF25
chr4	2660174	2660263	augPB-10707.t2	0	0	0	0	123	ENSG00000125337.19	KIF25
chr4	2665154	2665293	augPB-10707.t2	0	0	0	0	123	ENSG00000125337.19	KIF25
chr4	2667481	2667604	augPB-10707.t2	0	0	0	0	127	ENSG00000125337.19	KIF25
chr4	2671762	2671828	augPB-10707.t2	0	0	0	0	113	ENSG00000125337.19	KIF25
chr4	3059481	3059586	augPB-10709.t1	0	0	0	0	1	ENSG00000272549.1	LINC02538
chr4	10032148	10032330	augPB-10754.t1	0	0	0	0	2	ENSG00000220913.1	AL391361.1
chr4	10037738	10037920	augPB-10754.t1	0	0	0	0	1	ENSG00000220913.1	AL391361.1
chr4	10043209	10043391	augPB-10754.t1	0	0	0	0	3	ENSG00000220913.1	AL391361.1
chr4	10048655	10048837	augPB-10754.t1	0	0	0	0	5	ENSG00000220913.1	AL391361.1
chr4	10054220	10054402	augPB-10754.t1	0	0	0	0	4	ENSG00000220913.1	AL391361.1
chr4	10059743	10059923	augPB-10754.t1	0	0	0	0	5	ENSG00000220913.1	AL391361.1
chr4	10065147	10065329	augCGP-10204.t1	0	0	0	0	8	ENSG00000220913.1	AL391361.1
chr4	10069556	10069738	augCGP-10204.t1	0	0	0	0	15	ENSG00000220913.1	AL391361.1
chr4	10074956	10075138	augCGP-10204.t1	0	0	0	0	21	ENSG00000220913.1	AL391361.1
chr4	10081923	10082083	augCGP-10204.t1	0	0	0	0	16	ENSG00000220913.1	AL391361.1
chr4	10086378	10086538	augCGP-10204.t1	0	0	0	0	21	ENSG00000220913.1	AL391361.1
chr4	10095106	10095288	augCGP-10204.t1	0	0	0	0	23	ENSG00000220913.1	AL391361.1
chr4	10122006	10122188	augCGP-10204.t1	0	0	0	0	20	ENSG00000220913.1	AL391361.1
chr4	10136237	10136378	augCGP-10204.t1	0	0	0	0	19	ENSG00000220913.1	AL391361.1
chr4	12593877	12594053	augPB-10777.t1	0	0	2	0	636	ENSG00000118690.13	ARMC2
chr4	12967319	12967434	augPB-10781.t1	0	0	0	0	10	ENSG00000203799.13	CCDC162P
chr4	13011237	13011372	augPB-10781.t1	0	0	0	0	4	ENSG00000203799.13	CCDC162P
chr4	13042254	13042296	augPB-10782.t2	0	0	0	0	705	ENSG00000135535.17	CD164
chr4	13107587	13107674	augPB-10784.t1	0	0	0	0	64	ENSG00000135587.9	SMPD2
chr4	13178286	13178503	augPB-10787.t3	0	0	0	0	3	ENSG00000155085.15	AK9
chr4	13229714	13229873	augPB-10787.t1	0	0	0	0	38	ENSG00000155085.15	AK9
chr4	13731941	13732111	augPB-10791.t5	0	0	0	0	238	ENSG00000112290.13	WASF1
chr4	14964712	14964839	augPB-10804.t2	0	0	1	0	4	ENSG00000009413.16	REV3L
chr4	19698432	19698514	augPB-10824.t1	0	0	0	10	32	ENSG00000178425.14	NT5DC1
chr4	27239923	27240064	augPB-10867.t3	0	0	0	0	1	ENSG00000186439.14	TRDN
chr4	27674866	27674893	augPB-10869.t1	0	0	0	0	2	ENSG00000188580.15	NKAIN2
chr4	31378969	31379104	augPB-10888.t3	0	0	0	0	1	ENSG00000172673.10	THEMIS
chr4	33407055	33407123	augPB-10892.t1	0	0	0	0	1	ENSG00000203756.8	TMEM244
chr4	37013084	37013162	augPB-10909.t1	0	0	0	0	1	ENSG00000112319.19	EYA4
chr4	37018962	37019073	augPB-10909.t3	0	0	0	0	1	ENSG00000112319.19	EYA4
chr4	38044127	38044228	augPB-10916.t1	0	0	0	0	3	ENSG00000231971.6	CT69
chr4	38904548	38904606	augPB-10921.t3	0	0	0	0	58	ENSG00000135541.21	AHI1
chr4	42574689	42574751	augPB-10942.t1	0	1	0	0	45	ENSG00000135597.18	REPS1
chr4	46788310	46788363	augPB-10955.t1	0	0	0	0	2	ENSG00000229017.7	LINC01277
chr4	46789205	46789341	augPB-10955.t1	0	0	0	0	2	ENSG00000229017.7	LINC01277
chr4	46803870	46803968	augPB-10955.t1	0	0	0	0	1	ENSG00000229017.7	LINC01277
chr4	46820262	46820332	augPB-10955.t1	0	0	0	0	1	ENSG00000229017.7	LINC01277
chr4	52657835	52658054	augPB-10974.t2	0	0	0	0	9	ENSG00000118492.17	ADGB
chr4	53905094	53905287	augPB-10978.t1	0	0	0	0	2	ENSG00000234675.1	AL445123.1
chr4	55699414	55699662	augPB-10990.t2	0	0	0	0	1	ENSG00000120253.14	NUP43
chr4	55700552	55700681	augPB-10990.t1	0	0	0	0	6	ENSG00000120253.14	NUP43
chr4	56159236	56159635	augCGP-10395.t1	0	0	0	0	11	ENSG00000131019.11	ULBP3
chr4	58440987	58441122	augPB-11012.t4	0	0	0	0	5	ENSG00000131018.24	SYNE1
chr4	64394005	64394178	augCGP-10428.t1	0	1	1	0	565	ENSG00000078269.15	SYNJ2
chr4	65085500	65085607	augPB-11045.t1	0	0	0	0	2	ENSG00000164674.15	SYTL3
chr4	65522983	65523040	augCGP-10441.t1	0	0	0	0	1	ENSG00000146285.14	SCML4
chr4	73890109	73891196	augPB-11080.t2	31	45	18	53	176	ENSG00000132424.16	PNISR
chr4	75667994	75668083	augPB-11086.t1	0	0	0	0	3	ENSG00000271860.7	AL589740.1
chr4	75789071	75789136	augPB-11086.t1	0	0	0	0	1	ENSG00000271860.7	AL589740.1
chr4	75850076	75850101	augPB-11086.t1	0	0	0	0	1	ENSG00000271860.7	AL589740.1
chr4	80093211	80093380	augPB-11099.t2	2	5	3	0	27	ENSG00000135333.14	EPHA7
chr4	80103464	80103578	augPB-11099.t3	3	3	3	0	12	ENSG00000135333.14	EPHA7
chr4	83334420	83334500	augPB-11105.t1	0	0	0	0	1	ENSG00000112182.15	BACH2
chr4	83519103	83519156	augPB-11106.t3	0	4	5	1	47	ENSG00000118412.12	CASP8AP2
chr4	83655609	83655790	augPB-11107.t3	0	0	0	0	1	ENSG00000112159.12	MDN1
chr4	83741234	83741399	augPB-11107.t3	0	0	0	24	29	ENSG00000112159.12	MDN1
chr4	89034661	89034856	augPB-11142.t2	0	0	0	0	216	ENSG00000135315.12	CEP162
chr4	94072573	94072688	augPB-11166.t3	15	21	4	5	18	ENSG00000146247.14	PHIP
chr4	99268594	99268683	augPB-11181.t4	0	0	0	0	22	ENSG00000156535.15	CD109
chr4	99268607	99268683	augPB-11181.t2	0	0	0	0	11	ENSG00000156535.15	CD109
chr4	99590376	99590446	augPB-11189.t1	0	0	0	0	2	ENSG00000203909.4	DPPA5
chr4	99590550	99590732	augPB-11189.t1	0	0	0	0	2	ENSG00000203909.4	DPPA5
chr4	99591126	99591215	augPB-11189.t1	0	0	0	0	2	ENSG00000203909.4	DPPA5
chr4	99591578	99591664	augPB-11189.t1	0	0	0	0	2	ENSG00000203909.4	DPPA5
chr4	102274057	102274136	augPB-11198.t3	0	0	0	0	5	ENSG00000154079.6	SDHAF4
chr4	109682571	109682641	augPB-11218.t1	0	0	0	0	2	ENSG00000217477.2	AL450346.1
chr4	112621490	112621552	augPB-11229.t4	0	0	0	0	6	ENSG00000151914.20	DST
chr4	113411362	113411417	augPB-11230.t2	0	0	0	0	9	ENSG00000124749.17	COL21A1
chr4	113444120	113444178	augPB-11230.t3	0	0	0	0	1	ENSG00000124749.17	COL21A1
chr4	113682562	113682652	augPB-11231.t1	0	0	0	0	7	ENSG00000112175.8	BMP5
chr4	113694456	113694755	augPB-11231.t1	0	0	0	0	8	ENSG00000112175.8	BMP5
chr4	113794578	113794667	augPB-11231.t7	0	0	0	0	20	ENSG00000112175.8	BMP5
chr4	114223073	114223226	augPB-11235.t3	0	0	0	0	7	ENSG00000187871.2	GFRAL
chr4	123518590	123518652	augPB-11294.t3	0	0	0	0	1	ENSG00000112782.19	CLIC5
chr4	125146100	125146306	augPB-11308.t1	0	0	0	0	5	ENSG00000137225.13	CAPN11
chr4	125793629	125793683	augPB-11318.t1	0	0	0	0	14	ENSG00000124571.18	XPO5
chr4	125898100	125899193	augPB-11324.t3	0	0	0	0	24	ENSG00000124574.15	ABCC10
chr4	126033906	126034034	augPB-11326.t2	0	0	0	0	26	ENSG00000146215.13	CRIP3
chr4	126354568	126354818	augPB-11341.t1	0	0	0	0	29	ENSG00000112640.15	PPP2R5D
chr4	127743176	127743354	augPB-11369.t2	0	0	0	0	9	ENSG00000112559.14	MDFI
chr4	128268192	128268391	augPB-11376.t2	0	0	0	0	158	ENSG00000161912.18	ADCY10P1
chr4	128269797	128269894	augPB-11376.t2	0	0	0	0	129	ENSG00000161912.18	ADCY10P1
chr4	128284390	128284662	augPB-11376.t2	0	0	0	0	111	ENSG00000161912.18	ADCY10P1
chr4	128285881	128285968	augPB-11376.t2	0	0	0	0	163	ENSG00000161912.18	ADCY10P1
chr4	128289227	128289304	augPB-11376.t2	0	0	0	0	179	ENSG00000161912.18	ADCY10P1
chr4	128295229	128295351	augPB-11376.t2	0	0	0	0	173	ENSG00000161912.18	ADCY10P1
chr4	128297136	128297225	augPB-11376.t2	0	0	0	0	175	ENSG00000161912.18	ADCY10P1
chr4	128297314	128297405	augPB-11376.t2	0	0	0	0	171	ENSG00000161912.18	ADCY10P1
chr4	128325018	128325102	augPB-11377.t1	1	1	1	0	34	ENSG00000001167.14	NFYA
chr4	130068551	130068678	augPB-11389.t3	0	0	0	0	1	ENSG00000124780.14	KCNK17
chr4	131776775	131776902	augPB-11400.t1	0	0	0	0	2	ENSG00000112139.16	MDGA1
chr4	133064255	133064364	augPB-11422.t1	0	0	0	0	1	ENSG00000179165.11	PXT1
chr4	133144883	133145118	augCGP-10767.t1	0	0	0	0	2	ENSG00000189325.7	BNIP5
chr4	133159464	133159570	augPB-11425.t1	0	0	0	0	6	ENSG00000180316.12	PNPLA1
chr4	133168184	133168621	augPB-11425.t4	0	0	0	0	2	ENSG00000180316.12	PNPLA1
chr4	134037883	134038028	augPB-11439.t1	0	0	0	0	1	ENSG00000227154.4	AL022721.1
chr4	135805267	135805431	augPB-11467.t6	0	0	0	0	2	ENSG00000096433.11	ITPR3
chr4	136317209	136317235	augPB-11488.t2	0	0	0	0	1	ENSG00000204248.11	COL11A2
chr4	136338950	136339058	augPB-11490.t1	0	2	0	0	16	ENSG00000204248.11	COL11A2
chr4	137780649	137780751	augPB-11549.t1	0	0	0	0	4	ENSG00000204420.10	MPIG6B
chr4	138789363	138789493	augPB-11576.t2	3	0	0	0	39	ENSG00000204536.14	CCHCR1
chr4	139201060	139201150	augPB-11586.t2	2	6	21	0	42	ENSG00000137337.15	MDC1
chr4	139204198	139204414	augPB-11586.t2	0	0	0	0	56	ENSG00000137337.15	MDC1
chr4	139206458	139209059	augPB-11586.t2	16	35	79	1	212	ENSG00000137337.15	MDC1
chr4	139622583	139622691	augCGP-10972.t1	0	0	0	0	31	ENSG00000243753.5	HLA-L
chr4	140513705	140513931	augCGP-10989.t1	0	0	0	0	3	ENSG00000204642.14	HLA-F
chr4	141787019	141787191	augPB-11636.t1	0	0	0	0	17	ENSG00000287804.1	Z98745.2
chr4	141883458	141883551	augPB-11641.t1	0	0	0	0	21	ENSG00000189298.14	ZKSCAN3
chr4	141964149	141964299	augPB-11643.t7	0	1	1	0	22	ENSG00000137338.5	PGBD1
chr4	142500215	142500359	augPB-11664.t2	0	0	0	0	12	ENSG00000281706.3	AL009179.1
chr4	144850240	144850332	augPB-11720.t3	0	0	0	0	8	ENSG00000168405.17	CMAHP
chr4	149219897	149219968	augPB-11749.t2	0	0	0	0	1	ENSG00000145996.11	CDKAL1
chr4	152192525	152192637	augPB-11759.t1	0	0	0	0	27	ENSG00000137177.20	KIF13A
chr4	152233372	152233445	augPB-11760.t1	0	0	0	0	166	ENSG00000124789.11	NUP153
chr4	152320711	152320855	augPB-11760.t2	0	0	0	0	132	ENSG00000124789.11	NUP153
chr4	155322211	155322359	augPB-11775.t1	0	0	0	0	3	ENSG00000234261.4	AL138720.1
chr4	159328452	159328633	augPB-11806.t2	0	0	0	0	4	ENSG00000137434.11	C6orf52
chr4	161636612	161636677	augPB-11811.t1	1	0	0	0	19	ENSG00000124786.11	SLC35B3
chr4	161848214	161848290	augPB-11813.t1	0	0	0	0	1	ENSG00000232234.4	AL355499.1
chr4	163393695	163393772	augPB-11828.t1	0	0	0	0	1	ENSG00000287497.1	AL031123.4
chr4	163395059	163395152	augPB-11828.t1	0	0	0	0	1	ENSG00000287497.1	AL031123.4
chr4	165175686	165175946	augPB-11843.t1	0	0	0	0	175	ENSG00000153046.18	CDYL
chr4	166960966	166961075	augPB-11858.t1	0	0	0	0	5	ENSG00000216819.1	TUBB2BP1
chr4	167675468	167675586	augPB-11870.t1	0	0	0	1	41	ENSG00000250903.9	GMDS-DT
chr4	167702392	167702550	augPB-11870.t1	0	0	0	0	27	ENSG00000250903.9	GMDS-DT
